query_id,user_query,language,intent,record_id,service_name,department,category,record_type,description,eligibility,benefits,documents_required,application_process,service_charge,apply_url,official_url
Q0632,Indira Gandhi National Widow Pension Scheme - Tamil Nadu epdi apply panradhu?,Tanglish,application_help,ignwpstn,Indira Gandhi National Widow Pension Scheme - Tamil Nadu,Department of Social Welfare and Women Empowerment,"Social welfare & Empowerment, Women and Child",Tamil_Nadu_scheme,"'Indira Gandhi National Widow Pension Scheme' was launched by the Social Welfare and Women Empowerment Dept, Tamil Nadu. A pension of ₹1,000 is provided to destitute widows who are 40 years and above in age and belong to households below the poverty line.",1. The applicant should be a widow. 1. The applicant should be destitute. 1. The applicant should belong to the &quot;Below Poverty Line&quot; category. 1. The applicant&#39;s age should be 40 years and above.,"**Pension:** - ₹1,000/- per month. **Free Clothes during Pongal and Deepavali:** - One free saree. **Free Rice in Anganwadi Centres:** - 2kg/month to those who are taking nutritious meals. - 4kg/month to those who are not taking nutritious meals.","Applicant's Photo Aadhaar Card Proof of age Aadhaar Consent Form Smart Ration Card or Any Address Proof Husband Death Certificate Self–declaration of Applicant Widow Certificate Any Identity Proof (Voter ID Card, Passport, PAN Card, Driving License) Bank Passbook BPL Card Number","[Online - via CSC] Step 1: The applicant should gather copies of the necessary documents needed to apply for the concerned scheme. Step 2: The applicant should visit the nearest Common Service Center (CSC) and complete the Biometric Verification Process. Step 3: In the application form, fill in all the mandatory fields and upload copies of all the mandatory documents. Step 4: Request a receipt or acknowledgment from the concerned authority to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable).",,https://cms.tn.gov.in/sites/default/files/documents/swwe_e_cc_2022_23.pdf,https://www.myscheme.gov.in/schemes/ignwpstn
Q0644,Issuance of Free House Sites ku eligibility enna?,Tanglish,eligibility_query,iofhs,Issuance of Free House Sites,Backward Classes Most Backward Classes and Minorities Welfare Department,Social welfare & Empowerment,Tamil_Nadu_scheme,"This scheme provides free residential land sites to eligible individuals from the Backward Classes (BC), Most Backward Classes (MBC), and Denotified Communities (DNC) who do not own a house or land, helping them secure housing stability.","1. The beneficiary should be a resident of Tamil Nadu. 1. The beneficiary should belong to Backward Classes (BC)/ Most Backward Classes (MBC)/ and Denotified Communities (DNCs). 1. The beneficiary should not own any house or house site. 1. Annual income should not exceed ₹40,000/- in rural areas and ₹60,000/- in urban areas.",- Allocation of a free residential plot to eligible beneficiaries. &lt;br&gt;,"Identity proof (Aadhaar, PAN card, etc.). Proof of community (BC/MBC/DNC certificate). Income certificate. Proof of not owning a house or house site. Any other documents (if required).","[Offline] Step-1: The interested applicant should collect the application form by contacting the District Backward Classes and Minorities Welfare Officer of the concerned District. Step-2: In the application form, fill in all the mandatory fields, paste the passport-sized photograph (signed across, if required), and attach copies of all the mandatory documents (self-attest, if required). Step-3: Submit the duly filled and signed application form along with the documents to the concerned authority. Step-4: Request a receipt or acknowledgment from the concerned authority to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, a unique identification number (if applicable).",,https://www.bcmbcmw.tn.gov.in/welfschemes.htm,https://www.myscheme.gov.in/schemes/iofhs
Q0651,இந்த Large Sized Multi Purpose Coop. Society For Interest Free Loan பற்றி தகவல் வேண்டும்,Tamil,information_request,lsmpcifl,Large Sized Multi Purpose Coop. Society For Interest Free Loan,"Co-operation, Food and Consumer Protection Department","Banking,Financial Services and Insurance",Tamil_Nadu_scheme,"The scheme provides interest-free loans to citizens through a cooperative society. The maximum loan amount offered is ₹45,000/-, with zero interest charged.",- The beneficiary should be a resident of Tamil Nadu. - The beneficiary should be a member of a Large Sized Multi Purpose Cooperative Society. - The beneficiary should be interested in availing loan from the Large Sized Multi Purpose Cooperative Society.,"- **Access to Loan:** Loan up to ₹45,000/-. - **Interest Rate:** No interest.","Identity proof (Aadhaar, PAN card, etc.). Address proof. Proof of employment or Income Certificate (if applicable). Any other documents (if required).","[Offline] Step 1: The interested applicant should collect the application form by contacting the Special Officer of the Large Sized Multi Purpose Cooperative Society. Step 2: In the application form, fill in all the mandatory fields, paste the passport-sized photograph (signed across, if required), and attach copies of all the mandatory documents (self-attest, if required). Step 3: Submit the duly filled and signed application form along with the documents to the concerned authority.. Step 4: Request a receipt or acknowledgment from the concerned authority to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, a unique identification number (if applicable). Region-wise Address and Contact Information of Large Sized Multipurpose Cooperative Societies: https://www.rcs.tn.gov.in/mpd_cooperative_4.php",,https://www.tn.gov.in/scheme/data_view/3610,https://www.myscheme.gov.in/schemes/lsmpcifl
Q0662,Large Sized Multi-Purpose Coop. Society: Medium Term Loan to Tribal Members epdi apply panradhu?,Tanglish,application_help,lsmpcltt,Large Sized Multi-Purpose Coop. Society: Medium Term Loan to Tribal Members,"Co-operation, Food and Consumer Protection Department","Banking,Financial Services and Insurance",Tamil_Nadu_scheme,"The scheme offers medium-term loans of up to ₹60,000/- without interest to tribal members, enabling them to fulfill various financial needs.",- The beneficiary should be a resident of Tamil Nadu. - The beneficiary should belong to the Tribal category. - The beneficiary should be a member of a Large Sized Multi Purpose Cooperative Society. - The beneficiary should be interested in availing Medium Term Loan from the Large Sized Multi Purpose Cooperative Society. &lt;br&gt;,"- **Access to Loan:** Loan up to ₹60,000/-. - **Interest Rate:** No interest.","Identity proof (Aadhaar, PAN card, etc.). Address proof. Caste Certificate. Proof of employment or Income Certificate (if applicable). Any other documents (if required).","[Offline] Step 1: The interested applicant should collect the application form by contacting the Special Officer of the Large Sized Multi Purpose Cooperative Society. Step 2: In the application form, fill in all the mandatory fields, paste the passport-sized photograph (signed across, if required), and attach copies of all the mandatory documents (self-attest, if required). Step 3: Submit the duly filled and signed application form along with the documents to the concerned authority.. Step 4: Request a receipt or acknowledgment from the concerned authority to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, a unique identification number (if applicable). Region-wise Address and Contact Information of Large Sized Multipurpose Cooperative Societies: https://www.rcs.tn.gov.in/mpd_cooperative_4.php",,https://www.tn.gov.in/scheme/data_view/3611,https://www.myscheme.gov.in/schemes/lsmpcltt
Q0667,Living Craft Treasure Award epdi apply panradhu?,Tanglish,application_help,lcta,Living Craft Treasure Award,"Handlooms, Handicrafts, Textiles and Khadi Department","Skills & Employment, Social welfare & Empowerment, Sports & Culture",Tamil_Nadu_scheme,"The ""Living Craft Treasure Award"" scheme was launched by the Handlooms, Handicrafts, Textiles, and Khadi Department, Govt. of Tamil Nadu. This is the highest award for handicrafts at the state level was introduced in the year 2013-2014 to craftsperson of eminence who are above the age of 65 years.",1. The applicant should be an artisan. 1. The applicant should be a native of Tamil Nadu. 1. The applicant should be working in the handicraft industry in Tamil Nadu. 1. The applicant should be 65 years of age or above. 1. The experience of the craftsman and the service he has rendered in his profession&#39;s special features will be taken into consideration during selection.,"- Cash Prize of ₹1,00,000/-. - Thamirapattiram. - 8-gram Gold Medal. - Certificate.","Passport-size Photograph. Age Proof. Educational Certificate. Skill Qualification Certificate. Address Proof. Aadhaar Card. Front Page of Passbook. Craftsman Service photograph. Certificate of Any Person (Well-wisher/Personally aware). Artisan's Affidavit on ₹20/- Stamp Paper, attested by a First Class Criminal Judge or Notary Public. Recommendation Certificate, attested by any of the Managers of Poombucar Outlets and Manufacturing Plants / the respective Area Assistant Directors (Handicrafts / Craft Council (Tamil Nadu/India/World) under the Office of the Development Commissioner, New Delhi.","[Offline] Advertisements are released in June every year. Step 1: The interested applicant should take print of the prescribed format of the application form. Step 2: In the application form, fill in all the mandatory fields, paste the passport-sized photograph (signed across, if required), and attach copies of all the mandatory documents (self-attest, if required). Step 3: Submit the duly filled and signed application form along with the documents (during office hours-Monday-Friday) to the Head Office only through Poompucar Sales and Manufacturing Plant Managers. Step 4: Request a receipt or acknowledgment from the concerned authority to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable). NOTE: Artisans participating in the examination should send the handicrafts. Application and all documents attached with applications should be on A4 size paper. All documents should be done. Page Numbered and Spiral Binding. All the above should be sent details and recording on CD.",,https://poompuhar.com/tnhdc/downloads/16966657771539106549.pdf,https://www.myscheme.gov.in/schemes/lcta
Q0673,What documents are needed for Low Tension Power Tariff (LTPT) Subsidy?,English,document_help,ltpts,Low Tension Power Tariff (LTPT) Subsidy,Micro Small and Medium Enterprises Department,"Business & Entrepreneurship, Utility & Sanitation",Tamil_Nadu_scheme,"The scheme ""Low Tension Power Tariff (LTPT) Subsidy"" is introduced to assist MSME enterprises in reducing their electricity costs. A subsidy of 20% is given for 36 months from the date of commencement of production or from the date of obtaining power connection, whichever is later.","> **For New Enterprises** - All new Micro manufacturing enterprises established anywhere in the State - All new Small and Medium manufacturing enterprises established in all the 251 industrially backward blocks. - All new Agro-based industries in 385 blocks in the state. <br> > **For Expansion/diversification Enterprises** - Existing Manufacturing Enterprises of the above categories that have taken up substantial expansion/diversification of the existing activities, subject to the condition that expansion ( or) diversification involves enhancement of plant and machinery value by at least 25 % of the value of existing plant and machinery and also involving enhancement of turnover by 25 % for the same product (or) new products lines. **NOTE:** Only the enterprises using Low Tension Power supply (Tariff III B) are eligible. <br> > **Cases Involved in Multiple Service Connection of an Enterprise** In cases of enterprises having multiple LT connections in the same premises, LTPT subsidy would be eligible for the first service connection only. However, if the enterprise has branch unit(s) in a different location(s) then an LTPT subsidy will be given to each of the LT connections (first LT service connection only)subject to the satisfaction of the above norm.","LTPT subsidy of 20% is given for 36 months from the date of commencement of production or from the date of obtaining power connection, whichever is later, after allotment of an Entrepreneur Memorandum (Part 2) number from the District Industries Centres.","For Eligibility Certificate ApplicationAttested Copy of EB Meter Card. Copy of Udyog Aadhaar Memorandum. For Subsidy Application (II C)Attested Copy of EB Meter Card. Attested Copies of the Bills and Copies of Receipts. Advance Stamped Receipt. Copy of Udyog Aadhaar Memorandum. Copy of Eligible Certificate (EC). NOTE: All Original documents should be produced for verification and returned at the time of inspection. If the originals are in the bank, the copies should be duly attested by the Branch Manager of the bank that financed the project. NOTE: The file type should be PDF (.pdf). The file size should be less than 200 kb.","[Online] *Access the User Manual for Online Application here Step 1: RegistrationVisit the Official Website/Portal of the Micro, Small, and Medium Enterprises Department of the Government of Tamil Nadu. In the top ribbon, click ""Login / Registration"". In the registration form, fill in the mandatory details accurately, Name, Date of Birth, Aadhaar Number, Email ID, and Mobile Number. Create a new password. The password must contain a minimum of 8 characters, 1 Upper Case Letter, 1 Lower Case Letter, and 1 Numeric Field. Fill in the captcha code, and click ""Register"". Step 2: LoginVisit the Login Page and click ""Login"", and then fill in the credentials received on your registered Email ID and the registered Mobile Number. Step 3: Form FillingAfter successfully logging in, hover over ""Schemes"" in the top ribbon, and then click on the concerned scheme from the dropdown. On the next page, hover over ""Apply Online"" in the top ribbon, and then click on ""New Application"" from the dropdown. Fill in all the mandatory fields of the Application Form. Carefully review all the information provided, acknowledge and agree to the terms and conditions, declaration, and privacy policy, and then click ""Proceed"". Note down the reference number appearing on the screen and then click ""Close"". Step 4: Upload DocumentsNow, hover over ""Schemes"" in the top ribbon, and then click ""Upload Documents"" from the dropdown. On the next page, provide the Application ID and click ""Submit"". On the next page, upload all the mandatory documents in the specified format and size. After uploading the documents, click ""View"" to verify the documents uploaded for correctness. Step 5: SubmissionFill in all the checkboxes appearing at the bottom of the screen and then click ""Submit Application"". The message regarding the submission of the online application to GM/DIC / RJD will be received on your mobile phone. (Optional) Step 6: Track Application Status You can check the status of your application here. The portal may provide updates via email or SMS regarding your application status. *Access the Preview of the Application Form here *Access the Sample of a Filled Application Form here",,https://www.msmeonline.tn.gov.in/incentives/html_cye_ltpt.php,https://www.myscheme.gov.in/schemes/ltpts
Q0680,What benefits are available under Magnifiers - Tamil Nadu?,English,benefit_query,mbwodapd,Magnifiers - Tamil Nadu,Welfare of Differently Abled Persons Department,Social welfare & Empowerment,Tamil_Nadu_scheme,"The Department launched the ""Magnifiers by Welfare of Differently Abled Persons Department"" scheme for differently-abled persons. Under this scheme, magnifiers are distributed to needy students with low vision to enable them to read books.",1. The beneficiary should be a student. 1. The beneficiary should be a person with low vision.,- **Free distribution of magnifiers.**,National Identity Card of the Differently Abled Person. Any Other Documents If Required.,"[Offline] Step 1: The interested applicant should visit (during office hours) the District Differently Abled Welfare Officer and request a hard copy of the prescribed format of the application form from the staff exclusively entrusted to issue and collect filled-in applications. Step 2: In the application form, fill in all the mandatory fields, and attach copies of all the mandatory documents (self-attest, if required). Step 3: Submit the duly filled and signed application form along with the documents to the District Differently Abled Welfare Officer. Step 4: Request a receipt or acknowledgment from the District Differently Abled Welfare Officer to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable).",,https://cms.tn.gov.in/sites/default/files/documents/wda_e_cc_2022_23.pdf,https://www.myscheme.gov.in/schemes/mbwodapd
Q0694,Maintenance Allowance to Intellectually Disabled Persons ku eligibility enna?,Tanglish,eligibility_query,matidp,Maintenance Allowance to Intellectually Disabled Persons,Welfare of Differently Abled Persons Department,Social welfare & Empowerment,Tamil_Nadu_scheme,"The 'Maintenance Allowance to Intellectually Disabled Persons' scheme was launched by the Department for the Welfare of Differently Abled Persons, Govt of Tamil Nadu. The scheme aims to provide a maintenance allowance to intellectually disabled persons.",1. The applicant should be an intellectually disabled person. 1. The percentage of disability should be 40% and above.,"Financial Assistance of ₹2,000/- per month. **NOTE:** The allowance is sent through ECS to their accounts directly from the Treasury. <br>",National Identity Card of the Differently Abled Person. Family Card. Bank Account Detail. Any Other Documents If Required.,"[Offline] Step 1: The interested applicant should visit (during office hours) the District Differently Abled Welfare Office and request a hard copy of the prescribed format of the application form from the staff exclusively entrusted to issue and collect filled-in applications. Step 2: In the application form, fill in all the mandatory fields, and attach copies of all the mandatory documents (self-attest, if required). Step 3: Submit the duly filled and signed application form along with the documents to the District Differently Abled Welfare Officer. Step 4: Request a receipt or acknowledgment from the District Differently Abled Welfare Officer to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable).",,https://cms.tn.gov.in/sites/default/files/documents/wda_e_cc_2022_23.pdf,https://www.myscheme.gov.in/schemes/matidp
Q0706,இந்த Marriage Assistance - Folk Artist பற்றி தகவல் வேண்டும்,Tamil,information_request,mafa,Marriage Assistance - Folk Artist,Art and Culture Department,"Women and Child, Sports & Culture, Social welfare & Empowerment",Tamil_Nadu_scheme,"The scheme ""Marriage Assistance"" was launched by the Art and Culture Department, Government of Tamil Nadu. This scheme provides financial assistance for the marriage of registered folk artists, or their son or daughter. The assistance aims to support the cultural community by helping with marriage.","1. The applicant should be a registered folk artist. 1. The registered folk artist must have no dues payable to the Board. 1. The registered folk artist can apply for financial assistance for their marriage or adult children (son or daughter). 1. The registered folk artist and the person getting married must attain the age prescribed by law for marriage. 1. If both husband and wife are registered folk artists, only one of them is eligible for this assistance per marriage. 1. The family of a registered folk artiste can avail of this assistance only twice.","- **Financial Assistance of ₹2,000/-.**",Registration Card of the Folk Artist. Certificate from the Village Administrative Officer or Revenue Officer (stating that the applicant has not obtained this assistance from any other schemes) Marriage Invitation. Marriage Photo. Witness Photo (from anyone who attained the marriage).,"[Offline] Step 1: The interested applicant should visit (during office hours) the regional office and request the hard copy of the prescribed format of the application form XIII from the staff exclusively entrusted to issue and collect filled-in applications. Step 2: In the application form, fill in all the mandatory fields, and attach copies of all the mandatory documents (self-attest, if required). Step 3: Submit the duly filled and signed application form along with the documents to the Assistant Director/Deputy Director in the regional offices. Step 4: Request a receipt or acknowledgment from the Assistant Director/Deputy Director to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable).",,https://cms.tn.gov.in/sites/default/files/gos/tour-e-3-2008.pdf,https://www.myscheme.gov.in/schemes/mafa
Q0712,Marriage Assistance to Differently Abled Persons Marrying Differently Abled Persons epdi apply panradhu?,Tanglish,application_help,matdapmdap,Marriage Assistance to Differently Abled Persons Marrying Differently Abled Persons,Welfare of Differently Abled Persons Department,Social welfare & Empowerment,Tamil_Nadu_scheme,"The scheme 'Marriage Assistance to Differently Abled Persons Marrying Differently Abled Persons' was launched by the Department for the Welfare of Differently Abled Persons, Government of Tamil Nadu. The scheme aims to provide financial assistance to differently-abled couple.","1. The couple should be differently abled. 1. The differently abled person should marry a differently abled person. 1. The age of the couple (both) should be above 18 years. 1. The bride and groom fall under one of the 21 categories of differently-abled persons as per Section 2(Zc) of the Rights of Persons with Disabilities Act, 2016. <br> **Additional Eligibility:** 1. Differently abled individuals holding a degree or diploma are eligible to receive increased assistance.","1. Marriage assistance amount: ₹25,000/- as - ₹12,500/- National Savings Certificate. - ₹12,500/- cheque/Demand Draft for marriage expenses. 1. Additional benefit if either spouse has a degree/diploma: Increased amount to ₹50,000/-. - ₹25,000/- National Savings Certificate. - ₹25,000/- cheque/Demand Draft. 1. Other Benefits: - Certificate of appreciation. - 8 gram gold coin for Tirumangalyam (a traditional South Indian symbol of marriage for women).",National Identity Card of the Differently-Abled Bride and Groom. Marriage Certificate. Age Proof of Bride and Groom. Degree or Diploma Certificate Bride and(or) Groom.,"[Offline] Step 1: The interested applicant should visit (during office hours) the District Differently Abled Welfare Office and request a hard copy of the prescribed format of the application form from the staff exclusively entrusted to issue and collect filled-in applications. Step 2: In the application form, fill in all the mandatory fields, and attach copies of all the mandatory documents (self-attest, if required). Step 3: Submit the duly filled and signed application form along with the documents to the District Differently Abled Welfare Officer. Step 4: Request a receipt or acknowledgment from the District Differently Abled Welfare Officer to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable).",,https://cms.tn.gov.in/sites/default/files/documents/wda_e_cc_2022_23.pdf,https://www.myscheme.gov.in/schemes/matdapmdap
Q0719,Marriage Assistance to Normal Persons Marrying Orthopedically Differently Abled Persons ku eligibility enna?,Tanglish,eligibility_query,matnpmvip,Marriage Assistance to Normal Persons Marrying Orthopedically Differently Abled Persons,Welfare of Differently Abled Persons Department,Social welfare & Empowerment,Tamil_Nadu_scheme,"The scheme 'Marriage Assistance to Normal Persons Marrying Orthopedically Differently Abled Persons' was launched by the Department for the Welfare of Differently Abled Persons, Government of Tamil Nadu. The scheme aims to provide marriage assistance to a normal person.",1. A normal person should marry an orthopedically differently abled person. 1. The age of the couple (both) should be above 18 years. <br> > **Additional Eligibility:** 1. The normal person and orthopedically differently abled person individuals holding a degree or diploma are eligible to receive increased assistance.,"1. Marriage assistance amount: ₹25,000/- as - ₹12,500/- National Savings Certificate - ₹12,500/- cheque/Demand Draft for marriage expenses 1. Additional benefit if either spouse has a degree/diploma: Increased amount to ₹50,000/- - ₹25,000/- National Savings Certificate - ₹25,000/- cheque/Demand Draft 1. Other Benefits: - Certificate of appreciation - 8 gram gold coin for Tirumangalyam (a traditional South Indian symbol of marriage for women)",National Identity Card of the Differently abled Bride and Groom Marriage Certificate. Age Proof of Bride and Groom Degree or Diploma Certificate Bride and(or) Groom.,"[Offline] Step 1: The interested applicant should visit (during office hours) the District Differently Abled Welfare Office and request a hard copy of the prescribed format of the application form from the staff exclusively entrusted to issue and collect filled-in applications. Step 2: In the application form, fill in all the mandatory fields, and attach copies of all the mandatory documents (self-attest, if required). Step 3: Submit the duly filled and signed application form along with the documents to the District Differently Abled Welfare Officer. Step 4: Request a receipt or acknowledgment from the District Differently Abled Welfare Officer to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable).",,https://cms.tn.gov.in/sites/default/files/documents/wda_e_cc_2022_23.pdf,https://www.myscheme.gov.in/schemes/matnpmvip
Q0723,What documents are needed for Marriage Assistance to Normal Persons Marrying Speech and Hearing Impaired Persons?,English,document_help,matnpmsahip,Marriage Assistance to Normal Persons Marrying Speech and Hearing Impaired Persons,Welfare of Differently Abled Persons Department,Social welfare & Empowerment,Tamil_Nadu_scheme,"The scheme 'Marriage Assistance to Normal Persons Marrying Speech and Hearing Impaired Persons' was launched by the Department for the Welfare of Differently Abled Persons, Government of Tamil Nadu. The scheme aims to provide financial assistance to differently-abled couple.",1. A normal person should marry a speech and hearing-impaired person. 1. The age of the couple (both) should be above 18 years. <br> > **Additional Eligibility:** 1. The normal person and speech and hearing-impaired person individuals holding a degree or diploma are eligible to receive increased assistance.,"1. Marriage assistance amount: ₹25,000/- as - ₹12,500/- National Savings Certificate. - ₹12,500/- cheque/Demand Draft for marriage expenses. 1. Additional benefit if either spouse has a degree/diploma: Increased amount to ₹50,000/- - ₹25,000/- National Savings Certificate. - ₹25,000/- cheque/Demand Draft. 1. Other Benefits: - Certificate of appreciation. - 8 gram gold coin for Tirumangalyam (a traditional South Indian symbol of marriage for women).",National Identity Card of the differently abled Bride and Groom. Marriage Certificate. Age Proof of Bride and Groom. Degree or Diploma Certificate Bride or Groom.,"[Offline] Step 1: The interested applicant should visit (during office hours) the District Differently Abled Welfare Office and request a hard copy of the prescribed format of the application form from the staff exclusively entrusted to issue and collect filled-in applications. Step 2: In the application form, fill in all the mandatory fields, and attach copies of all the mandatory documents (self-attest, if required). Step 3: Submit the duly filled and signed application form along with the documents to the District Differently Abled Welfare Officer. Step 4: Request a receipt or acknowledgment from the District Differently Abled Welfare Officer to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable).",,https://cms.tn.gov.in/sites/default/files/documents/wda_e_cc_2022_23.pdf,https://www.myscheme.gov.in/schemes/matnpmsahip
Q0733,What documents are needed for Micro Nutrient Spray?,English,document_help,mns,Micro Nutrient Spray,Agriculture Department,"Agriculture,Rural & Environment",Tamil_Nadu_scheme,"The “Micro Nutrient Spray” scheme provides a 50% subsidy or ₹70/- per hectare to eligible farmers, with a focus on ensuring benefits to SC/ST and women farmers.",- The beneficiary should be a Farmer. - The beneficiary should be a resident of Tamil Nadu. &lt;br&gt;,- **Financial Assistance:** 50% subsidy or ₹70/- per hectare for micro-nutrient spray. &lt;br&gt;,"Proof of identity (Aadhar card, Voter ID) Land ownership documents or lease agreement. Caste certificate (for SC/ST applicants). Any other documents (if required).","[Offline] Step 1: Collect the application form from the nearest Agricultural Office. Step 2: Fill out the application form with the required details and attach mandatory documents (self-attested, if required). Step 3: Submit the form to the concerned office: Village Level: Submit the application to the Assistant Agricultural Officer.Block Level: Submit to the Agricultural Officer or Deputy Agricultural Officer.District Level: Submit to the Joint Director of Agriculture.",,https://www.tn.gov.in/scheme/data_view/7084,https://www.myscheme.gov.in/schemes/mns
Q0738,What documents are needed for Migrants Employment Generation Programme?,English,document_help,megp,Migrants Employment Generation Programme,Micro Small and Medium Enterprises Department,Business & Entrepreneurship,Tamil_Nadu_scheme,"The Government of Tamil Nadu has launched the “Migrants Employment Generation Programme (MEGP)” for the Non-Resident Tamils, who returned back to Tamil Nadu due to Covid-19 Pandemic.","1. The applicant should have returned to Tamil Nadu on &amp;amp; after 01-01-2020 due to the Covid-19 outbreak. 1. The age of the applicant should be between 18 to 45 years in general and for special categories (Women/Minorities/ BC/MBC/SC/ST/Ex-servicemen/Transgender/Differently abled), the age relaxation is up to 55 years. 1. The applicant should possess a minimum educational qualification of 8th standard pass. 1. The family income of the applicant should be below ₹5.00 lakh. 1. The maximum project costs for Manufacturing / Trading / Service projects should be ₹15.00 lakh / ₹5.00 lakh / ₹5.00 lakh respectively. 1. The applicant’s/promoter’s contribution should be 10% of the project cost for the General category and 5% for the Special Category.","1. Under the scheme, the subsidy @ 25% of the project cost will be sanctioned to the beneficiaries subject to a maximum of ₹2.5 lakhs.","1. Identity proof i.e. copy of Election ID Card/ Aadhaar card 2. Copy of PAN Card 3. Passport size photo 4. Proof of Educational Qualification 5. Proof of age 6. Caste/Community Certificate 7. Residence proof 8. Valid certificate for the proof of Ex-Serviceman /Differently abled /Transgender 9. Bank account details 10. Any other documents, if required","[Online] Application Processes: Step 01: The applicant willing to avail loan under the MEGP scheme should fill up the online application through the Official Website of the Micro, Small and Medium Enterprises Department, Government of Tamil Nadu. Step 02: On the home page, click on “Apply Online” and then “New Application”. Step 03: Click on ‘Register’ and fill in the details like Name, Date of Birth, Email ID, Aadhaar Number & Mobile Number. Step 04: After successful registration, click on ‘login’ and fill in all the mandatory details. Step 05: Upload all the necessary documents and submit the application form. Post-Application Processes: Step 01: The applications received by District Industries Centres will be scrutinized and shall be placed before the Task Force Committee at least once a month. Step 02: The Selection will be based on the experience, qualification, skill, viability of the project, marketability, etc. Step 03: The bank branches shall call for personal interviews with the applications to provide subsequent provisional sanctions by them. The provisional sanctions Shall be intimated to the. District Industries Centres concerned. Step 04: The District Industries Centres shall arrange for compulsory Entrepreneur Development Program training for a period of two days by the Entrepreneur Development Institute and on completion, Entrepreneur Development Institute will issue certificates. Step 05: After successful completion of Entrepreneur Development Program training, the beneficiary will deposit the Promoter's Contribution with the bank. Thereafter, the bank will disburse the 1st installment of the finance to the beneficiary on the production of the training completion certificates. Step 06: The respective disbursement advice should be forwarded to District Industries Centres along with the subsidy claims. Step 07: The Tamil Nadu Government subsidy amount will be drawn by the Commissioner of Rehabilitation and Welfare of Non-Resident Tamils and disbursed to the Industries Commissioner and Director of Industries and Commerce, where it will be transferred through Direct Benefit Transfer (D.B.T.) Mode with the lead district Bank and they will act as District Level Nodal Bank. Interest accrual, if any, shall be adjusted against the sanction of the contingency fund. Step 08: On receipt of the Subsidy claim raised by the financing branch duly countersigned by General Manager, District Industries Centre, District Nodal Bank will release the subsidy to financing bank branches. Step 09: The subsidy will be deposited in a Term Deposit Receipt (TDR) for 3 years at the financing bank branch level in the name of the beneficiary. No interest will be paid on the Term Deposit Receipt and no interest will be charged on a loan amount equal to the amount of the Term Deposit Receipt. Step 10: The subsidy will be credited to the borrower's loan account after 3 years from the date of first disbursement to the borrower by the bank. In case the bank's advance goes bad before the-three years period, due to reasons, beyond the -control of the beneficiary, the subsidy will be adjusted by the Bank to liquidate the loan liability of the borrower either in part or full. Step 11: The total subsidy amount shall be obtained through Government sanction in the formal Government Order by the Commissionerate of Rehabilitation and Welfare of Non-Resident Tamils with relevance to their targets to be allotted by the office of Industries Commissioner and Director of Industries Commerce during the beginning of the Financial Year. Procedure for Online Filling of Application Dos and Don’ts",,https://msmeonline.tn.gov.in/megp/megp_desc.php,https://www.myscheme.gov.in/schemes/megp
Q0742,Modified Special Wheel Chairs for Persons Affected with Cerebral Palsy epdi apply panradhu?,Tanglish,application_help,mswcfpawcp,Modified Special Wheel Chairs for Persons Affected with Cerebral Palsy,Welfare of Differently Abled Persons Department,Social welfare & Empowerment,Tamil_Nadu_scheme,"The 'Modified Special Wheel Chairs for Persons Affected with Cerebral Palsy' scheme was launched by the Department for the Welfare of differently abled Persons, Govt. of Tamil Nadu. The scheme aims to provide modified special wheel chairs to cerebral palsy affected differently abled persons.",1. The person&#39;s age should be 12 years or above. 1. The person should be affected with cerebral palsy. 1. The person should be a resident of the district/area in Tamil Nadu.,- **Free distribution of modified special wheel chairs.**,National Identity Card of the Differently-Abled. Any Other Document If Required.,"[Offline] Step 1: The interested applicant should visit (during office hours) the District Differently Abled Welfare Office and request a hard copy of the prescribed format of the application form from the staff exclusively entrusted to issue and collect filled-in applications. Step 2: In the application form, fill in all the mandatory fields, and attach copies of all the mandatory documents (self-attest, if required). Step 3: Submit the duly filled and signed application form along with the documents to the District Differently Abled Welfare Officer. Step 4: Request a receipt or acknowledgment from the District Differently Abled Welfare Officer to whom the application has been submitted. Ensure that the receipt contains essential details such as the date and time of submission, and a unique identification number (if applicable).",,https://cms.tn.gov.in/sites/default/files/documents/wda_e_cc_2022_23.pdf,https://www.myscheme.gov.in/schemes/mswcfpawcp
